28,34,-0.003060679229999941,3.826373949899955,-0.9986414715535785
29,30,-0.002981114769997394,3.769023164598033,-0.9984410609990204
30,26,-0.003016333879999136,3.799597130399347,-0.9980457851003158
34,18,-0.003130306569997061,3.887083835097781,-0.9983354303146836
36,13,-0.003218020149998995,3.956111230999241,-0.9973863751566165
37,9,-0.003200481819998483,3.947606837598854,-0.9996040809717143
39,5,-0.003252418119997642,3.985438171098219,-0.99819077105665
40,1,-0.003133062929995473,3.900023004396582,-0.99933945282245
32,35,-0.002678319619999472,3.511711443099601,-0.9991957684042364
34,30,-0.002726573839998143,3.550874813198598,-0.9985615559653087
36,26,-0.002722640300000589,3.548236088000445,-0.9999436658916163
37,22,-0.002936530909996815,3.715594732797595,-0.9978101098285368
38,18,-0.002920388049998827,3.707007844999115,-0.9995472245513783
40,14,-0.00295118692999777,3.730264127398316,-0.9996369585140636
42,10,-0.002956900669998498,3.736846393598866,-0.9971152842786963
43,6,-0.00291339060999888,3.708434416799155,-0.9996593591697961
45,1,-0.003130271369998399,3.875881102598791,-0.9993160847574279
37,35,-0.002466609430000235,3.328641824900178,-0.9963189421306595
38,31,-0.00273682405999673,3.538182530297532,-0.996846286958128
40,27,-0.002898957179999833,3.660542929399875,-0.9984827578839736
41,23,-0.002750370389997702,3.553127635698265,-0.9973860171422619
43,19,-0.002805691379997899,3.595512752398413,-0.9979581462050067
45,14,-0.002890163269999241,3.660918229599427,-0.9986982140818791
46,10,-0.002889086119998498,3.665041761598866,-0.9978367209723482
48,6,-0.00301501729999849,3.76335900249886,-0.9968740034873188
50,2,-0.003133003739998871,3.850854364699147,-0.9975483238762809
41,36,-0.002541552069998828,3.361419827599115,-0.9981133135666728
44,32,-0.002584572479997411,3.389691513898045,-0.9989201259946422
44,28,-0.002722462799997285,3.50541784299795,-0.9969806644865219
46,23,-0.002749913749998936,3.528130873999197,-0.9973950730077288
48,19,-0.002707410439999134,3.497505186699347,-0.999389417515445
49,15,-0.002784672399998054,3.561176124498531,-0.9982879982555724
51,11,-0.00278880751999596,3.56451257109695,-0.9984220269563125
53,6,-0.00285172403999879,3.616970215699087,-0.9997922623313061
54,2,-0.002947545449996154,3.693876715497097,-0.9990488321904638
46,36,-0.002606914259998288,3.387674753298707,-0.990803249385374
48,32,-0.002279321310000379,3.140089737300286,-0.9952307440042361
49,28,-0.002552879449998513,3.353048447998877,-0.9967488759790561
50,24,-0.002661561889997176,3.439019324697868,-0.999010779816437
52,20,-0.002783099529997298,3.53330431089796,-0.9989282654395796
54,15,-0.002754229349997902,3.515849550998415,-0.9984763788007737
56,11,-0.002855794959998949,3.591996611299206,-0.9936385918499961
57,7,-0.002825730389997444,3.57578228019807,-0.9967848241342029
59,3,-0.002980304999996088,3.693788289997046,-0.9986470187705691
50,37,-0.002255148689998372,3.099371257698771,-0.9992470143692566
52,33,-0.002277292729999406,3.118466581399552,-0.9981971414220521
54,28,-0.002460606589998733,3.259698078199043,-0.9954646166774545
56,24,-0.002395054239996634,3.212238002197459,-0.9971768532972957
57,20,-0.002579593429997854,3.35740049139838,-0.9986952409369189
59,16,-0.002647736659998162,3.410377817798613,-0.9978749861861886
60,12,-0.002586163729996338,3.368311378897235,-0.9968358574301701
62,7,-0.002622778069999729,3.400832956599795,-0.9997808102049248
64,3,-0.002638481169995871,3.413737041096882,-0.9982129313119984
55,37,-0.002361967759998926,3.157096090299189,-0.9996158147360746
57,33,-0.002188418610000124,3.027290021300094,-0.9946142280993538
58,29,-0.002146312689997913,3.002444062698424,-0.9975479874650441
60,25,-0.002232518029998636,3.06842743089897,-0.9951545617321919
62,20,-0.002446313319997132,3.234227858597834,-0.9944173173889583
64,16,-0.002317466680000007,3.138441088900006,-0.9967545702263433
65,12,-0.002488140219998193,3.274417971598636,-0.9980545923025878
67,8,-0.00253486243999853,3.30978233069889,-0.9997926725221983
68,4,-0.002632575859998095,3.387547047798562,-0.9978235643167507
60,38,-0.002095046329998413,2.931218687898802,-0.9993762023570313
61,34,-0.002179314899996723,3.000161837497525,-0.9966519873236521
63,29,-0.002181532779997124,3.005176156897829,-0.9970695224699605
65,25,-0.00218805420999897,3.013463370799222,-0.9982244609004632
66,21,-0.002392900139997376,3.175175204698018,-0.9999880970272705
68,17,-0.002247323879998619,3.066548822398957,-0.9967513102382877
70,12,-0.002461949729999262,3.230426337399443,-0.9936163217609872
72,8,-0.002612322459997732,3.345548206798287,-0.9993916106486843
73,4,-0.002511041399997138,3.278241879497839,-0.9987927274124601
75,0,-0.002391480519999703,3.186937144599776,-0.9921497000315797
68,30,-0.002192420549996634,2.991526771497458,-0.9997650965219312
69,26,-0.002207157769999252,3.008484647099436,-0.9963498367066487
71,22,-0.002154286209998772,2.969395114799073,-0.996119245557905
73,17,-0.002235982689997715,3.034363988698275,-0.9992992368197562
74,13,-0.00227734309000017,3.073158647700128,-0.9999860936321947
76,9,-0.002363237639998556,3.139449280198909,-0.9932769081984217
78,4,-0.002444664569999163,3.208176035099368,-0.9960070847496937
79,1,-0.002389531139999114,3.167010240199331,-0.9982855747618902
76,22,-0.002093142469998126,2.903209193098585,-0.9975565391585963
77,18,-0.002044545979999266,2.871424301399446,-0.9966727515829393
79,14,-0.002047954109999849,2.875531616299886,-0.9987802410948308
81,9,-0.002348682549998403,3.107189406498794,-0.9989967810680952
82,5,-0.002227219369998272,3.022759839098695,-0.9997204290188638
84,1,-0.002217643189998862,3.016567079199141,-0.9984839084228944
84,14,-0.002185604549999187,2.961379344999386,-0.9963271723723627
85,10,-0.001989281709998085,2.819776502298554,-0.9893393717312984
87,6,-0.002206883469998189,2.983143011598632,-0.9882206209157612
88,2,-0.002079656819999497,2.89467398759962,-0.9992472753351161
92,6,-0.002153333379998309,2.925494514898723,-0.9984069950391737
93,2,-0.002160746289998458,2.937125650198836,-0.9970734327140097
